well,rows,rmse,mean_abs_error,bias,alpha
9ab94eeb,4442,7.489859447397934,6.529107004604091,4.1541991041627915,1.0
46d41ff6,7901,7.453106767990509,6.35106200556607,2.842032529712656,1.0
3ef98781,3892,7.449847763687774,6.2900212247345495,2.166328539792212,0.5
35b3ef6a,3904,7.392122177600628,6.744768743628743,4.035191095282164,0.5
764072a5,2949,7.377121551380065,5.5856856224381195,-5.5856856224381195,1.0
052d64df,2445,7.343142916619429,5.632824963576326,-0.514519374692944,1.0
e14d641e,3184,7.342171034473165,4.833139040326789,4.439652175057748,1.0
fa31da94,5027,7.329698693944606,6.213985092806973,4.241383552607574,1.0
c96c018a,6236,7.308791062261749,6.145594539555602,-0.8382491281173614,0.75
91db7070,4073,7.301050337551242,5.515403666832104,-2.520057287443824,0.5
48c1f673,2917,7.287402039689545,6.135354816573039,-1.4503496740043307,0.0
0d99f8e4,5823,7.254472675537194,6.216337669073386,0.5668256372795717,0.75
54a7e3c2,6155,7.2497623363356505,6.331853691722891,-0.20115236777192078,0.75
19137a89,6267,7.223475169999802,6.218178103487887,3.1126332710758917,0.75
26d3a96a,4721,7.222014754645794,5.6330180214884455,-3.573359381456375,1.0
8382f4b6,4967,7.2164002418968485,5.689844759486005,-0.06725086748597461,0.75
925a7cd1,4517,7.204285547721855,6.834743051256148,6.834743051256148,1.0
d463e527,4767,7.202996344020996,5.81749896238318,4.0626727845536905,0.75
e0079ed1,3471,7.199720761248987,5.749277790512372,-0.7812009904338301,0.75
ae0784a8,7823,7.175744348005019,5.52546899591817,-4.216448663116492,1.0
70e1788b,9285,7.159206283115687,6.2535541195478626,4.478318793753674,0.0
b7974e66,5558,7.119427080040429,6.192974072423059,-1.7320432690454681,1.0
c03b9305,4255,7.1171172090817905,4.242542890716882,-3.431393654524905,0.0
6ea22614,5971,7.107761329395049,5.755900561530904,2.543398443401377,1.0
73348914,4221,7.1066704053056045,5.457789469649838,-5.3867184415933,1.0
45fb3e21,3649,7.101549817320331,5.624932858165943,1.5346177030820554,0.0
6e6d122c,5632,7.089047551345188,5.181617500491243,-1.4650570274183805,1.0
9def2eb2,6003,7.061582409154718,5.864765224044808,-1.8193284674566943,0.5
1619e2ca,4443,7.047650227753581,5.4000394522813675,-0.028227320891924482,1.0
c43812e2,5527,7.016864008504025,5.718757011036628,3.9721892527589513,0.0
cdc31d65,4840,6.998542571213606,5.0882358235550065,-1.31924229118467,0.75
1bcb2fcf,4524,6.9816319788405945,6.1643110721854955,5.078230453492386,1.0
3b21ea64,7376,6.945556470534458,5.487523009472244,0.06661653802270869,1.0
43b06c70,4846,6.945170737444023,5.328496060806809,-4.40375235159459,1.0
ea3a0e38,10052,6.938324202751047,5.8525730579947775,1.285112081789832,1.0
726f3dc2,6723,6.931383638655225,5.176508998959009,3.964630373345576,0.0
8d92cb49,3589,6.877455356040402,4.850727704800584,4.8455863179917396,1.0
2fa01aa6,2174,6.849076270924296,6.228155473592553,4.248284268391868,0.0
aff4e561,6026,6.831648818219534,5.363611423448734,-5.268523157555494,1.0
2b034622,5203,6.804014718730457,6.132915280641729,6.132915280641729,0.25
2ee0235b,5556,6.80295371229703,5.516560475161393,4.893651907846635,0.0
4e050c92,3705,6.760683545123174,4.699427800269788,4.123616734142836,0.0
6a8fa194,3017,6.748239192325078,4.983703397595774,4.765853543808163,0.75
a6b8ac67,5453,6.718073769033604,5.811351612996292,1.8983147555781457,0.75
c36625df,4742,6.71636149953748,5.57215020027581,2.014990526923576,0.75
0a57a29c,5821,6.714377604106491,5.618881788717042,-3.826840334317917,1.0
0498acab,4798,6.70702551066347,5.274584918463355,1.0933170348644934,1.0
2364716c,4316,6.696544166367837,5.693592834332341,-0.5030538657763682,0.25
87695469,7003,6.688136635119534,6.122705098408235,3.5901574276067683,1.0
ddc790ff,4726,6.674766503451987,5.799602506533991,5.391587394797624,1.0
d60430e6,2511,6.6712171169363295,5.730772890202531,4.236008017909056,1.0
940e709a,3348,6.663976034306115,5.333397482726128,-4.8511087004576865,1.0
fd3b4faa,5022,6.634743459016214,5.389688559480709,-3.208604713802398,1.0
8b9d8326,6163,6.582552988433189,5.108718156741594,0.7142706474126416,0.0
a0e92ed6,4897,6.5763936264205896,5.322382764807976,-0.18859324867536884,1.0
d3df146b,5787,6.575791397511404,5.743603228012528,0.7213540172799048,0.75
47ee27ab,6397,6.5425998656291755,5.701713926765717,0.6489522129064919,1.0
8c8348e8,3888,6.541121071059431,5.0918209876544385,3.2677057613172398,0.0
eafb863e,3568,6.53573315943356,4.733117843571701,2.7661361084123066,0.75
6ede926a,4938,6.5070066079769555,5.8093655687477,-2.741989662671685,1.0
18d24f7b,4558,6.501525316147419,5.553975646768408,4.1878881307697045,1.0
a3518960,4967,6.492778995955118,5.369041962633785,3.1086582503623066,1.0
877ed19c,3708,6.466494667024885,5.198181156667021,5.114911341767886,1.0
12203f2a,3261,6.4618750252573305,5.201638755223424,3.415452990165272,0.5
dd7d638e,4301,6.46138412896129,5.4856657477752275,2.123929051678383,1.0
5a5d1982,3894,6.412668220096831,5.482156308245754,3.66990683845826,1.0
a4719920,5884,6.399783992620094,5.047613144842493,3.4029316046957088,1.0
060ab2b8,6258,6.3866968612354995,3.9216089431481307,2.5197040631941996,0.75
7e208414,4226,6.381931414565357,5.610754850922744,5.409320870799672,0.0
463c38f2,4460,6.364167418260986,5.3215108421383,0.8319010933141302,1.0
059c8f24,6258,6.316441225231413,5.100444353818935,-2.6205309383663486,1.0
02e7fe5a,5108,6.302570128767527,5.008146571043434,-3.8446902849491082,1.0
fde20ecf,4667,6.302428882717442,4.629556653164904,-2.1570682454199632,0.5
dafc88c3,5572,6.2886371359194975,5.38914980599763,-4.586966581858408,1.0
4654e7de,5373,6.28514218237116,5.264486926601347,1.8593286844844332,1.0
8c167025,5368,6.270498556285358,5.141478100043703,-1.7577878216504357,0.75
9283ae69,3371,6.253741957266277,5.1087806330271786,-3.453396994025423,1.0
d4f60a28,4501,6.239468876642046,4.800986242556453,3.807528227205598,1.0
3690a146,4073,6.234798985628174,5.284765151309396,-2.1094170916847204,1.0
98177ced,4772,6.229596112204521,5.217421559957556,-2.3373380558802346,1.0
3ef6372a,4727,6.229379944022544,5.183985614554733,-0.5635455891692552,0.0
1a518997,4606,6.21336444796413,5.233692098314261,-5.206227220719492,1.0
1e30dedf,4071,6.205423398466735,4.159747169854052,-0.8654286797267331,0.75
353e5502,6062,6.175318523256742,5.474412767153898,3.271533687531998,1.0
bd8f847e,4961,6.136990219755199,5.086404918597151,-1.6798081508905485,1.0
7256229b,5415,6.121313416231586,4.880984261577775,-0.3433754982320109,1.0
cc08aa63,3274,6.114707140931577,4.792809335122704,-2.776158319301621,0.75
7b2c7b3c,2584,6.112797018944919,4.104331254804855,-3.8107573844651066,1.0
ab94878e,6004,6.090270250340663,5.061104263824063,-3.821757161891978,0.0
044af7d1,4519,6.079315228282309,5.373663736225923,-2.5509062166515766,1.0
4ed93db6,4657,6.067355764386882,5.237416948927234,-4.86281094508893,0.75
f021b650,3739,6.0648958383191385,4.933047372049981,4.677436378940786,1.0
9719aa04,4871,6.062133494805153,4.188253228734278,2.1537616412935936,0.75
da3cf798,5844,6.033195916922432,5.121845686840202,-0.568780394850937,0.5
e748dd88,4812,6.025416925687283,4.387699976629921,1.314270768802977,1.0
2be5c96a,4210,6.021424490457522,5.372994448507761,3.392865617134537,1.0
89f36adf,5292,6.003329313500689,5.251738791360277,3.427587043596953,1.0
f439a621,2821,5.9851053082558865,5.092153744662545,0.8784741106508273,1.0
2075c696,3188,5.96895195703822,4.950192942035367,-1.7501616805377047,0.5
865033f8,3557,5.9512070575544955,5.061960232042839,0.014031232210322953,1.0
01982c1d,3941,5.94963920588882,5.470322302324255,2.6161109522725594,1.0
a5e6f7dc,5649,5.947466338813609,4.934451705908653,-0.24601995118339953,0.75
cad13e8f,4848,5.933208420350888,4.3855719593725615,4.100279057538769,0.5
1b82b665,3806,5.914515040644565,4.95343547177437,2.686847023259923,0.5
7cd4bb31,6439,5.9143797077311655,4.7372091939739525,-2.1279686286684676,0.0
5aa03df7,4871,5.909247356815522,4.195612680978585,-0.8247845104333791,1.0
1d3fbf02,2694,5.906372283901897,5.167654046027841,3.5176243504074436,0.0
b38e3116,6211,5.901692549311684,3.863264863696557,-1.9210821173186714,1.0
9c8375f7,3674,5.883770901175456,4.716403242969937,0.575873834024096,1.0
19871e7f,5293,5.879957039303965,4.851762590513966,3.3684002485295412,1.0
03a935ae,2786,5.875162602272094,4.667085426991721,3.166238333921389,0.0
59f8b2e8,3747,5.87363103685776,4.824227578483892,2.7640921792158584,1.0
b32e4903,5770,5.863958705383137,4.900771230502566,-1.169856152512329,0.0
5a5269a9,6513,5.863105043604518,5.076396437893407,-0.6862413634263369,0.0
9d072e4c,5107,5.815672421166479,4.828448566108962,0.6098053558479819,1.0
c6c96179,4004,5.80770031828054,5.1518536517053235,-0.735420206393225,0.75
204cc64b,4805,5.803296945289431,4.650928399587626,1.1742533985113979,1.0
f0188a48,4170,5.78243673837841,4.925773839120582,1.9567019756170334,1.0
f56d3ace,5432,5.780016361157133,4.51869732267398,-2.978082184414505,1.0
6ae68655,4204,5.759894925319547,5.253000916254395,-1.8512140151014973,1.0
7d50373e,5122,5.725135879780209,5.146244117548972,2.212026151245981,0.5
3a824aa7,4201,5.690131490731758,4.577310164246696,2.661018805047098,0.0
8648abae,4244,5.681176092062763,4.136467091042416,-3.32392038998265,1.0
2d9f6cb9,7338,5.68067805194705,4.643433251601881,4.086883499382258,0.75
1285a37b,5597,5.680151698725326,5.258603943381223,5.258603943381223,1.0
516088b7,6645,5.644742725543158,4.507640692612953,-0.37959718961672856,1.0
264feceb,5665,5.583623716508375,4.982955450290949,3.187906162064793,0.75
e46f4ef4,7195,5.552258178421493,4.3720510202375,2.573774831286193,1.0
72dd8501,5193,5.542696685917228,4.851297736370972,-0.5339583131156983,1.0
9b5b61c1,5532,5.539563273639958,4.767019553900311,1.4704194795557586,1.0
1b6ba517,6597,5.510124155985042,3.7153029229897996,0.3369621942296648,0.75
368131f9,4991,5.498758940951531,4.57942877138949,2.6586384143884985,0.25
c47e0767,4356,5.482781650497202,3.9834035970508888,-2.90720231088569,0.25
8bb9c1e6,4546,5.4819370335332405,4.542093367985728,4.511786491588874,1.0
ae35f33a,4450,5.443376025579001,4.111694373301259,0.3941741494698563,1.0
c99f9fae,6361,5.40523137400998,3.705080962114034,3.634340512499488,0.0
1fdbba44,4911,5.391017191225165,3.956991226629627,3.349716460881616,0.75
cb34231f,5609,5.380811658407724,4.252173159862246,2.1538624269535958,0.5
5fffa282,4201,5.318148657346763,4.6528326588914055,4.6528326588914055,0.0
09ec2ca9,5885,5.304268434029184,3.955073645473833,2.7774578061152018,1.0
78a4a386,5119,5.288143801256592,4.629341650000752,0.23928409068240078,1.0
06df5958,3509,5.285352827842329,4.435106722572374,3.722442157788405,1.0
c03fba65,3699,5.266081294624632,4.125205312021385,0.9395301938389675,0.5
c9fedcf3,3517,5.2553890522531255,4.40693571582074,-4.330245756949991,1.0
24d8997e,3442,5.2549140690573735,4.164415812366024,-0.18780762238843052,1.0
14ad5efb,5842,5.2168036903747295,3.665848275927683,1.9422133150759526,1.0
5542c301,3591,5.215140818440734,4.072833886393628,-2.539445618218076,1.0
2d2d0c6b,5045,5.19165189269569,4.23878211605128,3.9988932406984854,1.0
9314ff13,2748,5.189815774469084,3.819148471615926,3.0770887918489747,0.0
113011eb,3272,5.177910618587731,4.0868154034229764,-1.0127995110026504,0.0
b32902c0,3808,5.155416417213564,3.7942752100840837,-1.1096848739500584,0.0
8cc21f01,4044,5.154990126777748,4.611510282796358,-1.1327506164791739,0.75
d217e0c5,3838,5.141281118618368,4.3836575095993355,2.8270237641898786,0.5
29de15c8,3431,5.120655954940036,4.405262759460457,4.370809055543027,1.0
9dfff011,4319,5.11380472884269,4.327092826227631,2.609833261611869,1.0
ea41324e,5025,5.103949281236693,3.919700236488785,2.258335763065133,0.5
d7ba4f9d,6023,5.098116159708834,4.658827826664405,3.741145608500678,0.0
d50c649a,4873,5.097605317756859,3.96388362616193,-2.8372682377580465,1.0
4463446c,3256,5.0943309594443855,4.333120393115396,1.3610810814370544,0.0
ee4aecac,5265,5.090126039569592,3.885654610329847,-1.257532622005126,0.75
ab6fe95d,5491,5.068277726891968,4.122161658387476,2.8978522887495526,0.75
08fecf00,5574,5.035660900827521,3.984261444723622,2.798420929332785,1.0
1590af81,3799,5.005953553022678,4.270477025599165,-0.6450235725259115,1.0
05948241,3879,4.995769989509691,4.229989688063631,3.152897654033911,0.0
7224331b,6063,4.940389762678457,4.13750927297322,2.244475604961054,1.0
999daf80,3564,4.915589951054623,3.9983219073153244,-3.357206704546129,1.0
65156b96,3221,4.877417175965467,3.508337308257345,0.5575635771731573,1.0
944f36b9,4630,4.86802895586009,4.039666856439582,-2.634028668201188,1.0
5254b6db,3274,4.863363632173534,4.423474978905018,-4.415127645004494,1.0
c9e980e8,4359,4.85800678870676,4.055201597970439,-3.762645129978087,0.75
aaeffccb,2712,4.756126793123975,4.303926991150472,1.8971792035399,0.0
591cc951,4609,4.751050060964883,3.5454162655663866,-0.6753912065415635,0.75
10a1281a,5609,4.746775561665265,4.009421313986921,-3.8513860663517967,1.0
84633df4,4972,4.736172446701271,4.298390989541605,-0.5662831858413836,0.0
7271dd80,4340,4.72549017886024,3.6687570413634156,3.507444583142211,1.0
f8f59188,4807,4.704868152672336,3.8827963574183784,1.9517565154177545,0.75
9f0c7bae,2542,4.690515966980398,3.620097631648899,1.3845870223119294,0.75
4a035ec2,2588,4.671296886717222,4.085030911691588,2.222812982716125,0.0
9c211c53,7265,4.664949414959964,3.921664848031816,-0.9914918895225279,1.0
ef04658e,4104,4.650533863739775,4.033419628885146,-2.0642775051160216,0.5
ce8399b7,1615,4.5872367125053914,3.9029094249649505,-1.8229178305806226,0.5
811f52b3,4836,4.580006873942238,3.718360950778646,-3.0919848366604215,1.0
5cb483ac,3852,4.553775811331424,3.600436646122218,0.17834836035028515,1.0
28473855,4290,4.546502439117813,3.5950116550115228,0.19152447552396615,0.0
e149204f,6097,4.546152895643239,3.7537510250942185,-0.3517598819086133,0.0
be35c8f2,4226,4.530688285065769,4.061123794300988,-1.0474519187294318,1.0
398dce4b,3166,4.524488065819956,3.1020850902999055,1.0419202604919318,0.5
ebe69318,4976,4.514142656093942,3.6046747899418268,2.347748564630677,1.0
96936c22,3346,4.502422004547714,3.4587935711943194,-1.0037557291226993,1.0
23b9beb0,7340,4.470087083513919,3.058963121205397,0.047774299921496885,0.75
d40f61d5,4039,4.454769095916646,4.0143839364755545,2.732539472667321,1.0
44441e54,4357,4.418474346755616,3.513033859019649,2.0449865067275876,1.0
82fcf37c,6014,4.394907581890615,3.7803134024611733,-0.49744387857524563,1.0
3df4b19e,4988,4.382999702503403,3.6467961736902654,0.5400829528558456,0.75
992c99e8,4904,4.316285253421631,3.4685709048652096,-2.999763280533599,0.75
dbee6c86,7369,4.264800190662566,3.6512838020471734,2.139795463249892,0.5
4ddde4c1,4472,4.258680219456208,3.635559057314674,1.048951526636102,1.0
357c12f9,4079,4.242305131709559,3.547194920722439,1.1569966184895062,0.75
f2d4c8c9,6249,4.225202954662281,3.3343427539685093,-0.33005361117469584,1.0
2e29e833,5428,4.197487065876426,3.406448825787914,-0.9778570277493605,1.0
b4f37e6e,2992,4.159082729410888,3.212793857422881,-0.04888763197063392,0.25
af7a59ce,3024,4.115059728297358,3.630777116401536,3.4569146825388684,0.0
c07fd0cd,4191,4.052934357090802,2.966039131472158,0.8106346933905809,0.0
4c3168cf,4334,4.013846992222324,3.436165673098299,-2.796940137841493,1.0
177622d7,3154,3.997166726064222,3.2688422213798862,-0.18695657925501025,0.5
a15bc102,3236,3.9937204427247908,3.1283823556685024,-3.1101668361513055,1.0
fd710aea,4217,3.9590854706362664,3.400303219173068,1.150697011755378,0.75
d24ff243,5641,3.9310327749974197,3.277612791905624,1.1471180236910654,1.0
da940160,5132,3.8616148958853813,2.6437703157261563,-1.77410401623616,0.75
63559d57,4069,3.8290955377862765,3.207060963541203,-1.7118970724555387,1.0
d0a43760,4041,3.7871125428579258,3.2947289120131207,-1.8184584769276217,1.0
153552f5,4695,3.7770418910483095,2.9762413936157914,1.6538662001821196,1.0
992ce078,2879,3.763235850378304,2.835661313148158,2.3573622888024226,1.0
373ef48b,3509,3.760332366648118,2.897624139080871,-0.8102342011509092,1.0
e161bd0c,2949,3.7166977778256083,3.066481841744912,0.41991320427246653,1.0
9e3e364d,4290,3.681175448209402,2.870968509770131,1.5935593679387547,1.0
b7cdcecb,6168,3.679287785804288,2.837114172337362,-0.5263038976050715,1.0
be83e781,3221,3.6736943079987827,2.530631640436805,1.2251076749858165,1.0
a783cc24,1889,3.639658977976189,1.9861293924205041,1.151244713197655,0.25
d07aed8f,2957,3.6136289267489388,3.1499699880507053,-0.5583277418289362,0.75
3d96d897,5659,3.6092906343486293,3.0360540731580206,1.6721982682457857,0.0
5bd25f59,4210,3.5294235096170694,2.480355502924969,1.7332749890894974,1.0
eb934281,5971,3.469882403474735,3.11476525414219,0.91914716946173,1.0
dd168de0,3304,3.4091744079705664,2.4006011269495766,-0.9004239221734245,1.0
71ccf778,2698,3.401886331904766,2.8325403075974185,0.7477774417627557,0.75
8b95d6d1,1731,3.3719133295403436,2.678070813658938,-0.01919690871020128,0.5
2f8e53c3,2594,3.293055138227308,2.388037779490768,1.694406322281439,0.0
d273674e,3899,3.2273243271409084,2.5338007372185225,0.32574808709213465,1.0
39b51819,4231,3.160351282946552,2.88449066414528,-2.1916520917036535,0.0
13ce113d,2966,3.1585764136505663,2.6911930622368145,0.376852766890734,1.0
2b06ad65,4256,3.1548265887922478,2.848107732238282,-1.972479002413479,1.0
a76db406,4672,3.0645111828049547,2.1931845636655436,-2.071258650313827,1.0
bb2cdd83,3825,3.017674077265869,2.50177516339901,0.41030849673347236,0.0
fcfcc902,2791,2.9632756555305813,2.5188220605140375,1.3440185342008324,0.5
f16e25e3,4651,2.8542790292512032,2.4038746523070538,-0.7653776805536666,1.0
aee6393a,5865,2.8071727525614985,2.34858724713657,0.4805671891956622,0.75
fdfd57da,5236,2.7990009922013663,2.3744231854030553,0.10487630074278692,1.0
25fd32b3,2885,2.6705775337010453,2.4518988260102645,-2.4514356584332133,1.0
61f27424,6220,2.661269042865144,2.131965999503944,-0.34901036027434107,0.5
41fb0192,2973,2.5635297754715105,2.242993909365687,-0.5180543636252287,1.0
fba7683c,407,2.555309739035002,2.072039312039204,1.1741523341520774,0.0
10be2420,3271,2.535880073253464,2.1156573528313745,-0.7730031773305712,0.25
1f9afacb,5328,2.518404175433652,1.7478885135136641,-1.538534159159418,0.0
da2d4d7c,2114,2.4863617512421787,2.0288886289612718,0.5601922207244111,1.0
2ab29395,1852,2.45945596628769,1.981587473002184,1.8494168466522947,0.0
653612bc,4605,2.4204903173658545,1.899354164472195,-0.9093958911545623,0.75
8a9c8932,4663,2.3969295087935425,1.7241089427405907,-0.9428779755515618,0.0
dd64382d,3124,2.325048435707476,1.7627111244819669,-0.05272911988480358,0.75
347242c8,3595,2.301600495238957,1.659801238741115,-0.490133856992768,1.0
2f19d536,3088,2.2279305249874044,1.7866253922421866,1.436995589965263,0.75
404c4384,911,2.1246879256476343,1.937860194970754,0.9757403547563688,1.0
b85f7b06,3803,2.0496072617879815,1.5383299545958975,-0.7927333372443068,0.75
c472c0b5,3054,1.9712909707094164,1.7817306934858745,-0.5434975469069296,0.75
511e1db0,3821,1.9337295072058913,1.6025017899745313,-0.5109561702660022,1.0
fb0904bd,3181,1.7987576836953807,1.2877459918266771,1.2826532536940234,0.0
ed6436d6,2945,1.5077829233851048,1.3369317995091616,-0.8932103309193268,1.0
89fdb2f2,2031,1.43570685085388,1.1283036406818876,-0.22179086586112534,0.5
a9c9b150,3986,1.0988555117938947,0.8217944578881572,-0.02099880974021049,0.5
283269ac,2626,0.9829270768305037,0.8793115448235,-0.13275391371261094,0.25
